Nombre producto,id,Material,Package Color,Packaging,Capacity,Botella cap,Brand,Reference,Dirt,Product category,,,,,,,,,,,,,,,
Hit Mango 500ml,154,PET,Transparente claro,Botella,500 ml,TRUE,Hit,Mango,FALSE,Jugo,,,,,,,,,,,,,,,
Hit Naranja Piña 500ml,155,PET,Transparente claro,Botella,500 ml,TRUE,Hit,Naranja Piña,FALSE,Jugo,,,,,,,,,,,,,,,
Hit Mora 500ml,156,PET,Transparente claro,Botella,500 ml,TRUE,Hit,Mora,FALSE,Jugo,,,,,,,,,,,,,,,
Galletas Honey Bran 33g,157,PLÁSTICO,Opaco colorido,Envoltorio,33 g,N/A,Honey Bran,Original,FALSE,Galletas,,,,,,,,,,,,,,,
Italo Almendra Francesa Chocolate 50g,158,CARTÓN,Opaco colorido,Caja,50 g,N/A,Italo,Almendra Francesa Chocolate,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Italo Almendra Francesa grageadas con azúcar 50g,159,CARTÓN,Blanco opaco,Caja,50 g,N/A,Italo,Almendra Francesa Grageadas con Azúcar,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Italo Choco Gomitas Mora 125g,160,CARTÓN,Morado,Caja,125 g,N/A,Italo,Choco Gomitas Mora,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Italo Chocolatina Durazno 46g,161,PAPEL_OTROS,Naranjado,Envoltorio,46 g,N/A,Italo,Chocolatina Durazno,FALSE,Chocolate,,,,,,,,,,,,,,,
Italo Chocolatina Fresa 46g,162,PAPEL_OTROS,Rojo opaco,Envoltorio,46 g,N/A,Italo,Chocolatina Fresa,FALSE,Chocolate,,,,,,,,,,,,,,,
Italo Chocolatina Sin Azúcar 6g,163,PLÁSTICO,Blanco opaco,Envoltorio,6 g,N/A,Italo,Chocolatina Sin Azúcar,FALSE,Chocolate,,,,,,,,,,,,,,,
Italo Gomitas recubiertas con chocolate sabor Naranja 125g,164,CARTÓN,Naranjado,Caja,125 g,N/A,Italo,Gomitas Naranja,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Italo Gomitas recubiertas con chocolate sabor Piña 125g,165,CARTÓN,Amarillo,Caja,125 g,N/A,Italo,Gomitas Piña,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Italo Maní cubierto con chocolate 45g,166,CARTÓN,Opaco colorido,Caja,45 g,N/A,Italo,Maní con Chocolate,FALSE,Snacks,,,,,,,,,,,,,,,
Italo Uvas cubiertas con chocolate 40g,167,CARTÓN,Opaco colorido,Caja,40 g,N/A,Italo,Uvas con Chocolate,FALSE,Snacks,,,,,,,,,,,,,,,
Italo Wafers Limón 117g,168,PLÁSTICO,Naranjado,Envoltorio,117 g,N/A,Italo,Wafers Limón,FALSE,Galletas,,,,,,,,,,,,,,,
Italo Wafers Naranja 117g,169,PLÁSTICO,Naranjado,Envoltorio,117 g,N/A,Italo,Wafers Naranja,FALSE,Galletas,,,,,,,,,,,,,,,
Italo Wafers Vainilla 117g,170,PLÁSTICO,Naranjado,Envoltorio,117 g,N/A,Italo,Wafers Vainilla,FALSE,Galletas,,,,,,,,,,,,,,,
Jet Chocolatina 30g,171,PAPEL_OTROS,Opaco colorido,Envoltorio,30 g,N/A,Jet,Original,FALSE,Chocolate,,,,,,,,,,,,,,,
Jet Crema 18g,172,PLÁSTICO,Opaco colorido,Envoltorio,18 g,N/A,Jet,Crema,FALSE,Chocolate,,,,,,,,,,,,,,,
Jet Wafer Original 22g,173,PLÁSTICO,Rojo opaco,Envoltorio,22 g,N/A,Jet,Original,FALSE,Chocolate,,,,,,,,,,,,,,,
José Cuervo Especial Chocolate 30g,174,CARTÓN,Dorado Opaco,Caja,30 g,N/A,José Cuervo,Especial Chocolate,FALSE,Chocolate,,,,,,,,,,,,,,,
JP Chenet Ice Edition Blanco 750ml,175,VIDRIO,Blanco opaco,Botella,750 ml,TRUE,JP Chenet,Ice Edition Blanco,FALSE,,,,,,,,,,,,,,,,
JP Chenet Ice Edition Rosado 750ml,176,VIDRIO,Rosado opaco,Botella,750 ml,TRUE,JP Chenet,Ice Edition Rosado,FALSE,,,,,,,,,,,,,,,,
Jumbo DOTS 30g,177,PLÁSTICO,Amarillo,Envoltorio,30 g,N/A,Jumbo,DOTS,FALSE,Chocolate,,,,,,,,,,,,,,,
Jumbo Flow 48g,178,PLÁSTICO,Blanco opaco,Envoltorio,48 g,N/A,Jumbo,Flow,FALSE,Chocolate,,,,,,,,,,,,,,,
Jumbo Maní 40g,179,PLÁSTICO,Opaco colorido,Envoltorio,40 g,N/A,Jumbo,Maní,FALSE,Chocolate,,,,,,,,,,,,,,,
Jumbo Mix 60g,180,PLÁSTICO,Opaco colorido,Envoltorio,60 g,N/A,Jumbo,Mix,FALSE,Chocolate,,,,,,,,,,,,,,,
Kattakao Amazonía 10g,181,PLÁSTICO,Opaco colorido,Envoltorio,10 g,N/A,Kattakao,Amazonía,FALSE,Chocolate,,,,,,,,,,,,,,,
Kattakao Amazonía 50g,182,CARTÓN,Opaco colorido,Caja,50 g,N/A,Kattakao,Amazonía,FALSE,Chocolate,,,,,,,,,,,,,,,
Kattakao Huila 10g,183,PLÁSTICO,Azul opaco,Envoltorio,10 g,N/A,Kattakao,Huila,FALSE,Chocolate,,,,,,,,,,,,,,,
Kattakao Huila 50g,184,CARTÓN,Opaco colorido,Caja,50 g,N/A,Kattakao,Huila,FALSE,Chocolate,,,,,,,,,,,,,,,
Kattakao Orinoquía 10g,185,PLÁSTICO,Opaco colorido,Envoltorio,10 g,N/A,Kattakao,Orinoquía,FALSE,Chocolate,,,,,,,,,,,,,,,
Kattakao Orinoquía 50g,186,CARTÓN,Opaco colorido,Caja,50 g,N/A,Kattakao,Orinoquía,FALSE,Chocolate,,,,,,,,,,,,,,,
Kellogg's Choco Krispis 30g,187,PLÁSTICO,Opaco colorido,Envoltorio,30 g,N/A,Kellogg's,Choco Krispis,FALSE,,,,,,,,,,,,,,,,
Kellogg's Choco Krispis Choco Copos 30g,188,PLÁSTICO,Opaco colorido,Envoltorio,30 g,N/A,Kellogg's,Choco Copos,FALSE,,,,,,,,,,,,,,,,
Kellogg's Froot Loops 33g,189,PLÁSTICO,Opaco colorido,Envoltorio,33 g,N/A,Kellogg's,Froot Loops,FALSE,,,,,,,,,,,,,,,,
Kellogg's Zucaritas 115g,190,PLÁSTICO,Opaco colorido,Envoltorio,115 g,N/A,Kellogg's,Zucaritas,FALSE,,,,,,,,,,,,,,,,
Kellogg's Zucaritas 39g,191,PLÁSTICO,Opaco colorido,Envoltorio,39 g,N/A,Kellogg's,Zucaritas,FALSE,,,,,,,,,,,,,,,,
Kinder Chocolate 50g,192,CARTÓN,Blanco opaco,Caja,50 g,N/A,Kinder,Chocolate,FALSE,Chocolate,,,,,,,,,,,,,,,
Kinder Joy con Sorpresa 20g,193,PLÁSTICO,Opaco colorido,Envase,20 g,N/A,Kinder,Joy Original,FALSE,Chocolate,,,,,,,,,,,,,,,
Kola Roman Original 400 ml,194,PET,Transparente claro,Botella,400 ml,TRUE,Kola Roman,Original,FALSE,Gaseosa,,,,,,,,,,,,,,,
Konfyt Dulce con Leche Cocadas 26g,195,PLÁSTICO,Café opaco,Envoltorio,26 g,N/A,Konfyt,Dulce con Lecjhe Cocadas,FALSE,Snacks,,,,,,,,,,,,,,,
Konfyt Dulce con Leche Panelitas Negras 20g,196,PLÁSTICO,Verde opaco,Envoltorio,20 g,N/A,Konfyt,Dulce con Leche Panelitas Negras,FALSE,Snacks,,,,,,,,,,,,,,,
Konfyt Dulce con Leche Queso Urraeño 26g,197,PLÁSTICO,Rojo opaco,Envoltorio,26 g,N/A,Konfyt,Dulce con Leche Queso Urraeño,FALSE,Snacks,,,,,,,,,,,,,,,
La Especial Maíz Tostado 40g,198,PLÁSTICO,Opaco colorido,Envoltorio,40 g,N/A,La Especial,Maíz Tostado,FALSE,Snacks,,,,,,,,,,,,,,,
La Especial Maní 40g,199,PLÁSTICO,Opaco colorido,Envoltorio,40 g,N/A,La Especial,Maní,FALSE,Snacks,,,,,,,,,,,,,,,
La Especial Maní con Sal 180g,200,PLÁSTICO,Opaco colorido,Envoltorio,180 g,N/A,La Especial,Maní con Sal,FALSE,Snacks,,,,,,,,,,,,,,,
La Especial Maní Kraks,201,PLÁSTICO,Rojo opaco,Envoltorio, 25 g,N/A,La Especial,Crocancia perfecta,FALSE,Snacks,,,,,,,,,,,,,,,
La Especial Maní Limón/Pimienta 180g,202,PLÁSTICO,Opaco colorido,Envoltorio,180 g,N/A,La Especial,Maní Limón/Pimienta,FALSE,Snacks,,,,,,,,,,,,,,,
La Especial Maní Limón/Pimienta 40g,203,PLÁSTICO,Café opaco,Envoltorio,40 g,N/A,La Especial,Maní Limón/Pimienta,FALSE,Snacks,,,,,,,,,,,,,,,
La Especial Mix Arándanos 40g,204,PLÁSTICO,Opaco colorido,Envoltorio,40 g,N/A,La Especial,Mix Arándanos,FALSE,Snacks,,,,,,,,,,,,,,,
La Especial Mix Nueces 180g,205,PLÁSTICO,Opaco colorido,Envoltorio,180 g,N/A,La Especial,Mix Nueces,FALSE,Snacks,,,,,,,,,,,,,,,
La Especial Mix Nueces 40g,206,PLÁSTICO,Opaco colorido,Envoltorio,40 g,N/A,La Especial,Mix Nueces,FALSE,Snacks,,,,,,,,,,,,,,,
La Especial Mix Pasas 40g,207,PLÁSTICO,Opaco colorido,Envoltorio,40 g,N/A,La Especial,Mix Pasas,FALSE,Snacks,,,,,,,,,,,,,,,
La Especial Mix Yogurt 35 g,208,PLÁSTICO,Opaco colorido,Envoltorio,35 g,N/A,La Especial,Mix Yogurt,FALSE,Snacks,,,,,,,,,,,,,,,
La Fresita Chocolito 60g,209,PLÁSTICO,Café opaco,Envoltorio,60 g,N/A,La Fresita,Chocolito,FALSE,,,,,,,,,,,,,,,,
La Fresita Paleta Coco 100g,210,PLÁSTICO,Opaco colorido,Envoltorio,100 g,N/A,La Fresita,Coco,FALSE,,,,,,,,,,,,,,,,
La Fresita Paleta Leche con Pasas 100g,211,PLÁSTICO,Opaco colorido,Envoltorio,100 g,N/A,La Fresita,Leche con Pasas,FALSE,,,,,,,,,,,,,,,,
La Fresita Paleta Lulo 100g,212,PLÁSTICO,Opaco colorido,Envoltorio,100 g,N/A,La Fresita,Lulo,FALSE,,,,,,,,,,,,,,,,
La Fresita Paleta Mango Biche 100g,213,PLÁSTICO,Opaco colorido,Envoltorio,100 g,N/A,La Fresita,Mango Biche,FALSE,,,,,,,,,,,,,,,,
La Fresita Vasito Vainilla 60g,214,PLÁSTICO,Amarillo,Envase,60 g,TRUE,La Fresita,Vasito Vainilla,FALSE,,,,,,,,,,,,,,,,
La Lechera Original 25g,215,PLÁSTICO,Opaco colorido,Envoltorio,25 g,N/A,La Lechera,Original,FALSE,,,,,,,,,,,,,,,,
Las Caseritas Alfajor Caserito 35 g,216,PLÁSTICO,Beige Opaco,Envoltorio,35 g,N/A,Las Caseritas,Alfajor Caserito Arequipe,FALSE,Snacks,,,,,,,,,,,,,,,
Las Caseritas Biscotto Galleta Mermelada de Durazno 13g,217,PLÁSTICO,Opaco colorido,Envoltorio,13 g,N/A,Las Caseritas,Biscotto Durazno,FALSE,Galletas,,,,,,,,,,,,,,,
Las Caseritas Biscotto Galleta Mermelada de Mora 13g,218,PLÁSTICO,Opaco colorido,Envoltorio,13 g,N/A,Las Caseritas,Biscotto Mora,FALSE,Galletas,,,,,,,,,,,,,,,
Las Caseritas Biscotto Galleta Vainilla Chips 22g,219,PLÁSTICO,Opaco colorido,Envoltorio,22 g,N/A,Las Caseritas,Biscotto Vainilla Chips,FALSE,Galletas,,,,,,,,,,,,,,,
Las Caseritas Brownie Caserito 80g,220,PLÁSTICO,Opaco colorido,Envoltorio,80 g,N/A,Las Caseritas,Brownie Caserito,FALSE,Chocolate,,,,,,,,,,,,,,,
Las Caseritas Galleta con Mantequilla Tradicional 50g,221,PLÁSTICO,Transparente claro,Envoltorio,50 g,N/A,Las Caseritas,Galleta Mantequilla Tradicional,FALSE,Galletas,,,,,,,,,,,,,,,
Las Caseritas Galleta Quesudito 16g,222,PLÁSTICO,Transparente claro,Envoltorio,16 g,N/A,Las Caseritas,Galleta Quesudito,FALSE,Galletas,,,,,,,,,,,,,,,
Las Caseritas Papas Limón/Pimienta 80g,223,PLÁSTICO,Transparente claro,Envoltorio,80 g,N/A,Las Caseritas,Papas Lima-Limón,FALSE,Snacks,,,,,,,,,,,,,,,
Las Caseritas Pastel Hojaldrado Arequipe 50g,224,PLÁSTICO,Transparente claro,Envoltorio,50 g,N/A,Las Caseritas,Pastel Hojaldrado Arequipe,FALSE,Snacks,,,,,,,,,,,,,,,
Las Caseritas Pastel Hojaldrado de guayaba 50g,225,PLÁSTICO,Transparente claro,Envoltorio,50 g,N/A,Las Caseritas,Pastel Hojaldrado Guayaba,FALSE,Snacks,,,,,,,,,,,,,,,
Las Caseritas Rosquitas Original 50g,226,PLÁSTICO,Amarillo,Envoltorio,50 g,N/A,Las Caseritas,Rosquitas Original,FALSE,Snacks,,,,,,,,,,,,,,,
Las Negras Brownie 80g,227,PLÁSTICO,Opaco colorido,Envoltorio,80 g,N/A,Las Negras,Brownie,FALSE,Chocolate,,,,,,,,,,,,,,,
Las Negras Coffe Cake 90g,228,PLÁSTICO,Opaco colorido,Envoltorio,90 g,N/A,Las Negras,Coffe Cake,FALSE,Chocolate,,,,,,,,,,,,,,,
Las Negras Torta Negra Envinada 100g,229,PLÁSTICO,Opaco colorido,Envoltorio,100 g,N/A,Las Negras,Torta Negra Envinada,FALSE,Chocolate,,,,,,,,,,,,,,,
M&M's Milk Chocolate 47.9g,230,PLÁSTICO,Opaco colorido,Envoltorio,9 g,N/A,M&M's,Milk Chocolate,FALSE,Snacks,,,,,,,,,,,,,,,
M&M's Peanut 49.3g,231,PLÁSTICO,Opaco colorido,Envoltorio,49.3 g,N/A,M&M's,Peanut,FALSE,Snacks,,,,,,,,,,,,,,,
Maizitos Natural 30g,232,PLÁSTICO,Amarillo,Envoltorio,30 g,N/A,Maizitos,Natural,FALSE,Snacks,,,,,,,,,,,,,,,
Mama Inés Golosa 90g,233,PLÁSTICO,Opaco colorido,Envoltorio,90 g,N/A,Mamá Inés,Golosa,FALSE,Snacks,,,,,,,,,,,,,,,
Mama-ía Brownie Chocolate Caja x6 und 320g,234,CARTÓN,Opaco colorido,Caja,320 g,N/A,Mama-ía,Chocolate,FALSE,Chocolate,,,,,,,,,,,,,,,
Manantial Agua Mineral 500ml,235,VIDRIO,Azul opaco,Botella,500 ml,TRUE,Manantial,Agua Mineral,FALSE,Agua,,,,,,,,,,,,,,,
Manzana Postobón Botella 400 ml,236,PET,Transparente claro,Botella,400 ml,TRUE,Postobón,Manzana,FALSE,Gaseosa,,,,,,,,,,,,,,,
Maretti Bruschette Chips Mediterranean Vegetables 85g,237,PLÁSTICO,Opaco colorido,Envoltorio,85 g,N/A,Maretti,Bruschette Chips Mediterranean Vegetables,FALSE,Snacks,,,,,,,,,,,,,,,
Maretti Bruschette Chips Sour Cream & Onion 85g,238,PLÁSTICO,Opaco colorido,Envoltorio,85 g,N/A,Maretti,Bruschette Chips Sour Cream & Onion,FALSE,Snacks,,,,,,,,,,,,,,,
Maretti Bruschette Chips Tomato Olives & Oregano 85g,239,PLÁSTICO,Opaco colorido,Envoltorio,85 g,N/A,Maretti,Bruschette Chips Tomato Olives & Oregano,FALSE,Snacks,,,,,,,,,,,,,,,
Margarita Papas Crema & Cebolla 36g,240,PLÁSTICO,Verde opaco,Envoltorio,36 g,N/A,Margarita,Crema & Cebolla,FALSE,Snacks,,,,,,,,,,,,,,,
Margarita Papas Flamin' Hot 36g,241,PLÁSTICO,Morado,Envoltorio,36 g,N/A,Margarita,Flamin' Hot,FALSE,Snacks,,,,,,,,,,,,,,,
Margarita Papas Limón 105g,242,PLÁSTICO,Verde opaco,Envoltorio,105 g,N/A,Margarita,Limón,FALSE,Snacks,,,,,,,,,,,,,,,
Margarita Papas Limón 35 g,243,PLÁSTICO,Verde opaco,Envoltorio,35 g,N/A,Margarita,Limón,FALSE,Snacks,,,,,,,,,,,,,,,
Margarita Papas Natural 105g,244,PLÁSTICO,Azul opaco,Envoltorio,105 g,N/A,Margarita,Natural,FALSE,Snacks,,,,,,,,,,,,,,,
Margarita Papas Onduladas Mayonesa 105g,245,PLÁSTICO,Azul opaco,Envoltorio,105 g,N/A,Margarita,Onduladas Mayonesa,FALSE,Snacks,,,,,,,,,,,,,,,
Margarita Papas Onduladas Tomate 105g,246,PLÁSTICO,Rojo opaco,Envoltorio,105 g,N/A,Margarita,Onduladas Tomate,FALSE,Snacks,,,,,,,,,,,,,,,
Margarita Papas Onduladas Tomate 35 g,247,PLÁSTICO,Opaco colorido,Envoltorio,35 g,N/A,Margarita,Onduladas Tomate,FALSE,Snacks,,,,,,,,,,,,,,,
Margarita Papas Pollo 25g,248,PLÁSTICO,Naranjado,Envoltorio,25 g,N/A,Margarita,Pollo,FALSE,Snacks,,,,,,,,,,,,,,,
Margarita Papas Receta Clásica Alitas BBQ 120g,249,PLÁSTICO,Rojo opaco,Envoltorio,120 g,N/A,Margarita,Receta Clásica Alitas BBQ,FALSE,Snacks,,,,,,,,,,,,,,,
Margarita Papas Receta Clásica Alitas BBQ 38g,250,PLÁSTICO,Rojo opaco,Envoltorio,38 g,N/A,Margarita,Receta Clásica Alitas BBQ,FALSE,Snacks,,,,,,,,,,,,,,,
Margarita Papas Receta Clásica Limón y Pimienta 120g,251,PLÁSTICO,Verde opaco,Envoltorio,120 g,N/A,Margarita,Receta Clásica Limón y Pimienta,FALSE,Snacks,,,,,,,,,,,,,,,
Margarita Papas Receta Clásica Limón y Pimienta 38g,252,PLÁSTICO,Verde opaco,Envoltorio,38 g,N/A,Margarita,Receta Clásica Limón y Pimienta,FALSE,Snacks,,,,,,,,,,,,,,,
Margarita Papas Receta Clásica Sal Marina 120g,253,PLÁSTICO,Opaco colorido,Envoltorio,120 g,N/A,Margarita,Receta Clásica Sal Marina,FALSE,Snacks,,,,,,,,,,,,,,,
Margarita Papas Receta Clásica Sal Marina 38g,254,PLÁSTICO,Azul opaco,Envoltorio,38 g,N/A,Margarita,Receta Clásica Sal Marina,FALSE,Snacks,,,,,,,,,,,,,,,
Marinela Manchitas Tuinki 45g,255,PLÁSTICO,Opaco colorido,Envoltorio,45 g,N/A,Marinela,Manchitas Tuinki,FALSE,Chocolate,,,,,,,,,,,,,,,
Marinela Pingüinos 80g,256,PLÁSTICO,Opaco colorido,Envoltorio,80 g,N/A,Marinela,Pingüinos,FALSE,Snacks,,,,,,,,,,,,,,,
Marinela Submarinos Arequipe 33 g,257,PLÁSTICO,Opaco colorido,Envoltorio,33 g,N/A,Marinela,Submarinos Arequipe,FALSE,Snacks,,,,,,,,,,,,,,,
Marinela Submarinos Fresa 35 g,258,PLÁSTICO,Opaco colorido,Envoltorio,35 g,N/A,Marinela,Submarinos Fresa,FALSE,Snacks,,,,,,,,,,,,,,,
Marisol Mazapanes 5unds 38 g,259,PLÁSTICO,Transparente claro,Envoltorio,38 g,N/A,Marisol,Mazapanes,FALSE,Snacks,,,,,,,,,,,,,,,
Mechips Papas Limón Pimienta 50 g,260,PLÁSTICO,Opaco colorido,Envoltorio,50 g,N/A,Mechips,Limón Pimienta,FALSE,Snacks,,,,,,,,,,,,,,,
Melositos Gomitas Sabor Mora 40 g,261,PLÁSTICO,Opaco colorido,Envoltorio,40 g,N/A,Melositos,Gomitas Mora,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Milky Way Bar 52.2 g,262,PLÁSTICO,Opaco colorido,Envoltorio,52.2 g,N/A,Milky Way,Bar Original,FALSE,Chocolate,,,,,,,,,,,,,,,
Milo Anillos Galletas 48.7 g,263,PLÁSTICO,Verde opaco,Envoltorio,48.7 g,N/A,Milo,Anillos,FALSE,Chocolate,,,,,,,,,,,,,,,
Milo Choco Intense Galletas 36 g,264,PLÁSTICO,Verde opaco,Envoltorio,36 g,N/A,Milo,Choco Intense,FALSE,Chocolate,,,,,,,,,,,,,,,
Milo Tetrapack 180ml,265,TETRAPACK,Verde opaco,Caja,180 ml,N/A,Milo,Original,FALSE,Chocolate,,,,,,,,,,,,,,,
Mini Chips Ahoy! Original 50g,266,PLÁSTICO,Opaco colorido,Envoltorio,50 g,N/A,Mini Chips Ahoy!,Original,FALSE,Snacks,,,,,,,,,,,,,,,
Minichips Galletas Festival 35 g,267,PLÁSTICO,Rojo opaco,Envoltorio,35 g,N/A,Festival,Galletas con trocitos sabor a chocolate,FALSE,Galletas,,,,,,,,,,,,,,,
Monterojo Papas Sal Rosada Himalaya 25g,268,PLÁSTICO,Opaco colorido,Envoltorio,25 g,N/A,Monterojo,Papas Sal Rosada Himalaya,FALSE,Snacks,,,,,,,,,,,,,,,
Monterojo Papas BBQ Dulce 25g,269,PLÁSTICO,Opaco colorido,Envoltorio,25 g,N/A,Monterojo,Papas BBQ Dulce,FALSE,Snacks,,,,,,,,,,,,,,,
Monterojo Papas La Sailor 40g,270,PLÁSTICO,Opaco colorido,Envoltorio,40 g,N/A,Monterojo,Papas La Sailor,FALSE,Snacks,,,,,,,,,,,,,,,
Monterojo Papas Lima-Limón 115g,271,PLÁSTICO,Opaco colorido,Envoltorio,115 g,N/A,Monterojo,Papas Lima-Limón,FALSE,Snacks,,,,,,,,,,,,,,,
Monterojo Papas Lima-Limón 25g,272,PLÁSTICO,Opaco colorido,Envoltorio,25 g,N/A,Monterojo,Papas Lima-Limón,FALSE,Snacks,,,,,,,,,,,,,,,
Monterojo Plátano Verde Sal Marina 30g,273,PLÁSTICO,Opaco colorido,Envoltorio,30 g,N/A,Monterojo,Plátano Verde Sal Marina,FALSE,Snacks,,,,,,,,,,,,,,,
Montesol Quinoa Expandida Fresa 30g,274,PLÁSTICO,Transparente claro,Envoltorio,30 g,N/A,Montesol,Quinoa Expandida Fresa,FALSE,Snacks,,,,,,,,,,,,,,,
Montesol Quinoa Expandida Miel 30g,275,PLÁSTICO,Transparente claro,Envoltorio,30 g,N/A,Montesol,Quinoa Expandida Miel,FALSE,Snacks,,,,,,,,,,,,,,,
Montesol Quinoa Expandida Vainilla 30g,276,PLÁSTICO,Transparente claro,Envoltorio,30 g,N/A,Montesol,Quinoa Expandida Vainilla,FALSE,Snacks,,,,,,,,,,,,,,,
Mostro Chips de Arroz Sabor Miel 24g,277,PLÁSTICO,Opaco colorido,Envoltorio,24 g,N/A,Mostro,Chips de Arroz Sabor Miel,FALSE,Snacks,,,,,,,,,,,,,,,
Mostro Expandido de Maíz y Quinoa Sabor Limón 12g,278,PLÁSTICO,Opaco colorido,Envoltorio,12 g,N/A,Mostro,Expandido Maíz y Quinoa Sabor Limón,FALSE,Snacks,,,,,,,,,,,,,,,
Mostro Veggie Chips Sal Marina 24g,279,PLÁSTICO,Opaco colorido,Envoltorio,24 g,N/A,Mostro,Veggie Chips,FALSE,Snacks,,,,,,,,,,,,,,,
Mr Brown Arequipe 75g,280,PLÁSTICO,Opaco colorido,Envoltorio,75 g,N/A,Mr Brown,Arequipe,FALSE,Chocolate,,,,,,,,,,,,,,,
Mr Tea Limón Botella 500ml,281,PET,Transparente claro,Botella,500 ml,TRUE,Postobón,Limón,FALSE,Hidratante,,,,,,,,,,,,,,,
Muka Achiras Original 25g,282,PLÁSTICO,Opaco colorido,Envoltorio,25 g,N/A,Mauka,Achiras Original,FALSE,Snacks,,,,,,,,,,,,,,,
Napolitano Neugebauer Chocolate 70g,283,PLÁSTICO,Opaco colorido,Envoltorio,70 g,N/A,Napolitano,Neugebauer Chocolate,FALSE,Chocolate,,,,,,,,,,,,,,,
Naps Napolinos Berry Punch Wafer Rolls 56g,284,CARTÓN,Rosado opaco,Caja,56 g,N/A,Naps,Napolinos Berry Punch,FALSE,Galletas,,,,,,,,,,,,,,,
Naps Napolinos Choco Latier Wafer Rolls 56g,285,CARTÓN,Café opaco,Caja,56 g,N/A,Naps,Napolinos Caramel Boost,FALSE,Galletas,,,,,,,,,,,,,,,
Natu Malta Original Botella 200cm3,286,PLÁSTICO,Café transparente,Botella,200 cm3,TRUE,Natu Malta,Original,FALSE,Gaseosa,,,,,,,,,,,,,,,
Nestlé Deditos 23g,287,PLÁSTICO,Rojo opaco,Envoltorio,23 g,N/A,Nestlé,Deditos,FALSE,Chocolate,,,,,,,,,,,,,,,
Nestlé Milo Nuggets 20g,288,PLÁSTICO,Verde opaco,Envoltorio,20 g,N/A,Milo,Nuggets,FALSE,Chocolate,,,,,,,,,,,,,,,
Nestlé Morenitas 23.4g,289,PLÁSTICO,Rojo opaco,Envoltorio,23.4 g,N/A,Nestlé,Morenitas,FALSE,Chocolate,,,,,,,,,,,,,,,
Neugebauer Caramelo Crocante 90g,290,PLÁSTICO,Naranjado,Envoltorio,90 g,N/A,Neugebauer,Caramelo Crocante,FALSE,Chocolate,,,,,,,,,,,,,,,
Neugebauer Flocos 90g,291,PLÁSTICO,Naranjado,Envoltorio,90 g,N/A,Neugebauer,Flocos,FALSE,,,,,,,,,,,,,,,,
Nube Servilletas Cafetería 85g,292,PLÁSTICO,Transparente claro,Envoltorio,85 g,N/A,Nube,Servilletas Cafetería,FALSE,,,,,,,,,,,,,,,,
Nucita Crema con Avellanas 14g,293,PLÁSTICO,Amarillo,Envase,14 g,N/A,Nucita,Original,FALSE,Snacks,,,,,,,,,,,,,,,
Nuzart Barquillos Chocolate Lata 150g,294,ALUMINIO,Opaco colorido,Lata,150 g,N/A,Nuzart,Barquillos Chocolate,FALSE,Snacks,,,,,,,,,,,,,,,
Ñaki Ñaki Rosquitas 15g,295,PLÁSTICO,Transparente claro,Envoltorio,15 g,N/A,Ñaki Ñaki,Original,FALSE,Snacks,,,,,,,,,,,,,,,
Oka Loka Bubble Gum Chicle en Polvo 12g,296,PLÁSTICO,Opaco colorido,Envoltorio,12 g,N/A,Oka Loka,Bubble Gum,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Oka Loka Fusión 14g,297,PLÁSTICO,Opaco colorido,Envoltorio,14 g,N/A,Oka Loka,Fusión,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Oka Loka Nanos Frutal 12g,298,CARTÓN,Opaco colorido,Caja,12 g,N/A,Oka Loka,Nanos,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Oka Loka Nanos Frutal 40g,299,CARTÓN,Opaco colorido,Caja,40 g,N/A,Oka Loka,Nanos,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Pa’ Mi Gente Rosquitas 15g,300,PLÁSTICO,Opaco colorido,Envoltorio,15 g,N/A,Pa' Mi Gente,Rosquitas ,FALSE,Snacks,,,,,,,,,,,,,,,
Pepsi Original Botella 400 ml,301,PET,Transparente claro,Botella,400 ml,TRUE,Pepsi,Original,FALSE,Gaseosa,,,,,,,,,,,,,,,
Pepsi Original Lata 330ml,302,ALUMINIO,Azul opaco,Lata,330 ml,N/A,Pepsi,Original,FALSE,Gaseosa,,,,,,,,,,,,,,,
Piazza Barquillo Chocolate 11.7g,303,PLÁSTICO,Opaco colorido,Envoltorio,11.7 g,N/A,Colombina,Barquillo Chocolate,FALSE,Snacks,,,,,,,,,,,,,,,
Piazza Barquillos Chocolate 45g,304,PLÁSTICO,Opaco colorido,Envoltorio,46 g,N/A,Colombina,Chocolate,FALSE,Snacks,,,,,,,,,,,,,,,
Piazza Barquillos Fresa 45g,305,PLÁSTICO,Opaco colorido,Envoltorio,45 g,N/A,Colombina,Fresa,FALSE,Snacks,,,,,,,,,,,,,,,
Piazza Barquillos Vainilla 45g,306,PLÁSTICO,Opaco colorido,Envoltorio,47 g,N/A,Colombina,Vainilla,FALSE,Snacks,,,,,,,,,,,,,,,
